,id,title,original_title
37,12477,Grave of the Fireflies,火垂るの墓
38,637,Life Is Beautiful,La vita è bella
39,11216,Cinema Paradiso,Nuovo Cinema Paradiso
40,278,The Shawshank Redemption,The Shawshank Redemption
41,238,The Godfather,The Godfather
42,240,The Godfather Part II,The Godfather Part II
43,424,Schindler's List,Schindler's List
44,389,12 Angry Men,12 Angry Men
45,19404,Dilwale Dulhania Le Jayenge,दिलवाले दुल्हनिया ले जायेंगे
46,129,Spirited Away,千と千尋の神隠し
47,155,The Dark Knight,The Dark Knight
48,496243,Parasite,기생충
49,497,The Green Mile,The Green Mile
50,372058,Your Name.,君の名は。
51,680,Pulp Fiction,Pulp Fiction
52,122,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King
53,13,Forrest Gump,Forrest Gump
54,429,"The Good, the Bad and the Ugly","Il buono, il brutto, il cattivo"
55,769,GoodFellas,GoodFellas
56,346,Seven Samurai,七人の侍
57,12477,Grave of the Fireflies,火垂るの墓
58,637,Life Is Beautiful,La vita è bella
59,11216,Cinema Paradiso,Nuovo Cinema Paradiso
60,278,The Shawshank Redemption,The Shawshank Redemption
61,238,The Godfather,The Godfather
62,240,The Godfather Part II,The Godfather Part II
63,424,Schindler's List,Schindler's List
64,389,12 Angry Men,12 Angry Men
65,19404,Dilwale Dulhania Le Jayenge,दिलवाले दुल्हनिया ले जायेंगे
66,129,Spirited Away,千と千尋の神隠し
67,155,The Dark Knight,The Dark Knight
68,496243,Parasite,기생충
69,497,The Green Mile,The Green Mile
70,372058,Your Name.,君の名は。
71,680,Pulp Fiction,Pulp Fiction
72,122,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King
73,13,Forrest Gump,Forrest Gump
74,429,"The Good, the Bad and the Ugly","Il buono, il brutto, il cattivo"
75,769,GoodFellas,GoodFellas
76,346,Seven Samurai,七人の侍
77,12477,Grave of the Fireflies,火垂るの墓
78,637,Life Is Beautiful,La vita è bella
79,11216,Cinema Paradiso,Nuovo Cinema Paradiso
80,278,The Shawshank Redemption,The Shawshank Redemption
81,238,The Godfather,The Godfather
82,240,The Godfather Part II,The Godfather Part II
83,424,Schindler's List,Schindler's List
84,389,12 Angry Men,12 Angry Men
85,19404,Dilwale Dulhania Le Jayenge,दिलवाले दुल्हनिया ले जायेंगे
86,129,Spirited Away,千と千尋の神隠し
87,155,The Dark Knight,The Dark Knight
88,496243,Parasite,기생충
89,497,The Green Mile,The Green Mile
90,372058,Your Name.,君の名は。
91,680,Pulp Fiction,Pulp Fiction
92,122,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King
93,13,Forrest Gump,Forrest Gump
94,429,"The Good, the Bad and the Ugly","Il buono, il brutto, il cattivo"
95,769,GoodFellas,GoodFellas
96,346,Seven Samurai,七人の侍
97,12477,Grave of the Fireflies,火垂るの墓
98,637,Life Is Beautiful,La vita è bella
99,11216,Cinema Paradiso,Nuovo Cinema Paradiso
100,278,The Shawshank Redemption,The Shawshank Redemption
101,238,The Godfather,The Godfather
102,240,The Godfather Part II,The Godfather Part II
103,424,Schindler's List,Schindler's List
104,389,12 Angry Men,12 Angry Men
105,19404,Dilwale Dulhania Le Jayenge,दिलवाले दुल्हनिया ले जायेंगे
106,129,Spirited Away,千と千尋の神隠し
107,155,The Dark Knight,The Dark Knight
108,496243,Parasite,기생충
109,497,The Green Mile,The Green Mile
110,372058,Your Name.,君の名は。
111,680,Pulp Fiction,Pulp Fiction
112,122,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King
113,13,Forrest Gump,Forrest Gump
114,429,"The Good, the Bad and the Ugly","Il buono, il brutto, il cattivo"
115,769,GoodFellas,GoodFellas
116,346,Seven Samurai,七人の侍
117,12477,Grave of the Fireflies,火垂るの墓
118,637,Life Is Beautiful,La vita è bella
119,11216,Cinema Paradiso,Nuovo Cinema Paradiso
120,278,The Shawshank Redemption,The Shawshank Redemption
121,238,The Godfather,The Godfather
122,240,The Godfather Part II,The Godfather Part II
123,424,Schindler's List,Schindler's List
124,389,12 Angry Men,12 Angry Men
125,19404,Dilwale Dulhania Le Jayenge,दिलवाले दुल्हनिया ले जायेंगे
126,129,Spirited Away,千と千尋の神隠し
127,155,The Dark Knight,The Dark Knight
128,496243,Parasite,기생충
129,497,The Green Mile,The Green Mile
130,372058,Your Name.,君の名は。
131,680,Pulp Fiction,Pulp Fiction
132,122,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King
133,13,Forrest Gump,Forrest Gump
134,429,"The Good, the Bad and the Ugly","Il buono, il brutto, il cattivo"
135,769,GoodFellas,GoodFellas
136,346,Seven Samurai,七人の侍
137,12477,Grave of the Fireflies,火垂るの墓
138,637,Life Is Beautiful,La vita è bella
139,11216,Cinema Paradiso,Nuovo Cinema Paradiso
140,278,The Shawshank Redemption,The Shawshank Redemption
141,238,The Godfather,The Godfather
142,240,The Godfather Part II,The Godfather Part II
143,424,Schindler's List,Schindler's List
144,389,12 Angry Men,12 Angry Men
145,19404,Dilwale Dulhania Le Jayenge,दिलवाले दुल्हनिया ले जायेंगे
146,129,Spirited Away,千と千尋の神隠し
147,155,The Dark Knight,The Dark Knight
148,496243,Parasite,기생충
149,497,The Green Mile,The Green Mile
150,372058,Your Name.,君の名は。
151,680,Pulp Fiction,Pulp Fiction
152,122,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King
153,13,Forrest Gump,Forrest Gump
154,429,"The Good, the Bad and the Ugly","Il buono, il brutto, il cattivo"
155,769,GoodFellas,GoodFellas
156,346,Seven Samurai,七人の侍
157,12477,Grave of the Fireflies,火垂るの墓
158,637,Life Is Beautiful,La vita è bella
159,11216,Cinema Paradiso,Nuovo Cinema Paradiso
160,278,The Shawshank Redemption,The Shawshank Redemption
161,238,The Godfather,The Godfather
162,240,The Godfather Part II,The Godfather Part II
163,424,Schindler's List,Schindler's List
164,389,12 Angry Men,12 Angry Men
165,19404,Dilwale Dulhania Le Jayenge,दिलवाले दुल्हनिया ले जायेंगे
166,129,Spirited Away,千と千尋の神隠し
167,155,The Dark Knight,The Dark Knight
168,496243,Parasite,기생충
169,497,The Green Mile,The Green Mile
170,372058,Your Name.,君の名は。
171,680,Pulp Fiction,Pulp Fiction
172,122,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King
173,13,Forrest Gump,Forrest Gump
174,429,"The Good, the Bad and the Ugly","Il buono, il brutto, il cattivo"
175,769,GoodFellas,GoodFellas
176,346,Seven Samurai,七人の侍
177,12477,Grave of the Fireflies,火垂るの墓
178,637,Life Is Beautiful,La vita è bella
179,11216,Cinema Paradiso,Nuovo Cinema Paradiso
180,278,The Shawshank Redemption,The Shawshank Redemption
181,238,The Godfather,The Godfather
182,240,The Godfather Part II,The Godfather Part II
183,424,Schindler's List,Schindler's List
184,389,12 Angry Men,12 Angry Men
185,19404,Dilwale Dulhania Le Jayenge,दिलवाले दुल्हनिया ले जायेंगे
186,129,Spirited Away,千と千尋の神隠し
187,155,The Dark Knight,The Dark Knight
188,496243,Parasite,기생충
189,497,The Green Mile,The Green Mile
190,372058,Your Name.,君の名は。
191,680,Pulp Fiction,Pulp Fiction
192,122,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King
193,13,Forrest Gump,Forrest Gump
194,429,"The Good, the Bad and the Ugly","Il buono, il brutto, il cattivo"
195,769,GoodFellas,GoodFellas
196,346,Seven Samurai,七人の侍
197,12477,Grave of the Fireflies,火垂るの墓
198,637,Life Is Beautiful,La vita è bella
199,11216,Cinema Paradiso,Nuovo Cinema Paradiso
200,278,The Shawshank Redemption,The Shawshank Redemption
201,238,The Godfather,The Godfather
202,240,The Godfather Part II,The Godfather Part II
203,424,Schindler's List,Schindler's List
204,389,12 Angry Men,12 Angry Men
205,19404,Dilwale Dulhania Le Jayenge,दिलवाले दुल्हनिया ले जायेंगे
206,129,Spirited Away,千と千尋の神隠し
207,155,The Dark Knight,The Dark Knight
208,496243,Parasite,기생충
209,497,The Green Mile,The Green Mile
210,372058,Your Name.,君の名は。
211,680,Pulp Fiction,Pulp Fiction
212,122,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King
213,13,Forrest Gump,Forrest Gump
214,429,"The Good, the Bad and the Ugly","Il buono, il brutto, il cattivo"
215,769,GoodFellas,GoodFellas
216,346,Seven Samurai,七人の侍
217,12477,Grave of the Fireflies,火垂るの墓
218,637,Life Is Beautiful,La vita è bella
219,11216,Cinema Paradiso,Nuovo Cinema Paradiso
220,278,The Shawshank Redemption,The Shawshank Redemption
221,238,The Godfather,The Godfather
222,240,The Godfather Part II,The Godfather Part II
223,424,Schindler's List,Schindler's List
224,389,12 Angry Men,12 Angry Men
225,19404,Dilwale Dulhania Le Jayenge,दिलवाले दुल्हनिया ले जायेंगे
226,129,Spirited Away,千と千尋の神隠し
227,155,The Dark Knight,The Dark Knight
228,496243,Parasite,기생충
229,497,The Green Mile,The Green Mile
230,372058,Your Name.,君の名は。
231,680,Pulp Fiction,Pulp Fiction
232,122,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King
233,13,Forrest Gump,Forrest Gump
234,429,"The Good, the Bad and the Ugly","Il buono, il brutto, il cattivo"
235,769,GoodFellas,GoodFellas
236,346,Seven Samurai,七人の侍
237,12477,Grave of the Fireflies,火垂るの墓
238,637,Life Is Beautiful,La vita è bella
239,11216,Cinema Paradiso,Nuovo Cinema Paradiso
240,278,The Shawshank Redemption,The Shawshank Redemption
241,238,The Godfather,The Godfather
242,240,The Godfather Part II,The Godfather Part II
243,424,Schindler's List,Schindler's List
244,389,12 Angry Men,12 Angry Men
245,19404,Dilwale Dulhania Le Jayenge,दिलवाले दुल्हनिया ले जायेंगे
246,129,Spirited Away,千と千尋の神隠し
247,155,The Dark Knight,The Dark Knight
248,496243,Parasite,기생충
249,497,The Green Mile,The Green Mile
250,372058,Your Name.,君の名は。
251,680,Pulp Fiction,Pulp Fiction
252,122,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King
253,13,Forrest Gump,Forrest Gump
254,429,"The Good, the Bad and the Ugly","Il buono, il brutto, il cattivo"
255,769,GoodFellas,GoodFellas
256,346,Seven Samurai,七人の侍
257,12477,Grave of the Fireflies,火垂るの墓
258,637,Life Is Beautiful,La vita è bella
259,11216,Cinema Paradiso,Nuovo Cinema Paradiso
260,278,The Shawshank Redemption,The Shawshank Redemption
261,238,The Godfather,The Godfather
262,240,The Godfather Part II,The Godfather Part II
263,424,Schindler's List,Schindler's List
264,389,12 Angry Men,12 Angry Men
265,19404,Dilwale Dulhania Le Jayenge,दिलवाले दुल्हनिया ले जायेंगे
266,129,Spirited Away,千と千尋の神隠し
267,155,The Dark Knight,The Dark Knight
268,496243,Parasite,기생충
269,497,The Green Mile,The Green Mile
270,372058,Your Name.,君の名は。
271,680,Pulp Fiction,Pulp Fiction
272,122,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King
273,13,Forrest Gump,Forrest Gump
274,429,"The Good, the Bad and the Ugly","Il buono, il brutto, il cattivo"
275,769,GoodFellas,GoodFellas
276,346,Seven Samurai,七人の侍
277,12477,Grave of the Fireflies,火垂るの墓
278,637,Life Is Beautiful,La vita è bella
279,11216,Cinema Paradiso,Nuovo Cinema Paradiso
280,278,The Shawshank Redemption,The Shawshank Redemption
281,238,The Godfather,The Godfather
282,240,The Godfather Part II,The Godfather Part II
283,424,Schindler's List,Schindler's List
284,389,12 Angry Men,12 Angry Men
285,19404,Dilwale Dulhania Le Jayenge,दिलवाले दुल्हनिया ले जायेंगे
286,129,Spirited Away,千と千尋の神隠し
287,155,The Dark Knight,The Dark Knight
288,496243,Parasite,기생충
289,497,The Green Mile,The Green Mile
290,372058,Your Name.,君の名は。
291,680,Pulp Fiction,Pulp Fiction
292,122,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King
293,13,Forrest Gump,Forrest Gump
294,429,"The Good, the Bad and the Ugly","Il buono, il brutto, il cattivo"
295,769,GoodFellas,GoodFellas
296,346,Seven Samurai,七人の侍
297,12477,Grave of the Fireflies,火垂るの墓
298,637,Life Is Beautiful,La vita è bella
299,11216,Cinema Paradiso,Nuovo Cinema Paradiso
300,278,The Shawshank Redemption,The Shawshank Redemption
301,238,The Godfather,The Godfather
302,240,The Godfather Part II,The Godfather Part II
303,424,Schindler's List,Schindler's List
304,389,12 Angry Men,12 Angry Men
305,19404,Dilwale Dulhania Le Jayenge,दिलवाले दुल्हनिया ले जायेंगे
306,129,Spirited Away,千と千尋の神隠し
307,155,The Dark Knight,The Dark Knight
308,496243,Parasite,기생충
309,497,The Green Mile,The Green Mile
310,372058,Your Name.,君の名は。
311,680,Pulp Fiction,Pulp Fiction
312,122,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King
313,13,Forrest Gump,Forrest Gump
314,429,"The Good, the Bad and the Ugly","Il buono, il brutto, il cattivo"
315,769,GoodFellas,GoodFellas
316,346,Seven Samurai,七人の侍
317,12477,Grave of the Fireflies,火垂るの墓
318,637,Life Is Beautiful,La vita è bella
319,11216,Cinema Paradiso,Nuovo Cinema Paradiso
320,278,The Shawshank Redemption,The Shawshank Redemption
321,238,The Godfather,The Godfather
322,240,The Godfather Part II,The Godfather Part II
323,424,Schindler's List,Schindler's List
324,389,12 Angry Men,12 Angry Men
325,19404,Dilwale Dulhania Le Jayenge,दिलवाले दुल्हनिया ले जायेंगे
326,129,Spirited Away,千と千尋の神隠し
327,155,The Dark Knight,The Dark Knight
328,496243,Parasite,기생충
329,497,The Green Mile,The Green Mile
330,372058,Your Name.,君の名は。
331,680,Pulp Fiction,Pulp Fiction
332,122,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King
333,13,Forrest Gump,Forrest Gump
334,429,"The Good, the Bad and the Ugly","Il buono, il brutto, il cattivo"
335,769,GoodFellas,GoodFellas
336,346,Seven Samurai,七人の侍
337,12477,Grave of the Fireflies,火垂るの墓
338,637,Life Is Beautiful,La vita è bella
339,11216,Cinema Paradiso,Nuovo Cinema Paradiso
340,278,The Shawshank Redemption,The Shawshank Redemption
341,238,The Godfather,The Godfather
342,240,The Godfather Part II,The Godfather Part II
343,424,Schindler's List,Schindler's List
344,389,12 Angry Men,12 Angry Men
345,19404,Dilwale Dulhania Le Jayenge,दिलवाले दुल्हनिया ले जायेंगे
346,129,Spirited Away,千と千尋の神隠し
347,155,The Dark Knight,The Dark Knight
348,496243,Parasite,기생충
