Tipster,Date,Track,Horse,Bet Type,Odds,Result,TipsterActive
Tipster B1,16-01-2016,Wetherby,Petethepear,Win,3.75,Lose,FALSE
Tipster B1,16-01-2016,Warwick,Born Survivor,Win,3.25,Lose,FALSE
Tipster B1,16-01-2016,Wetherby,Azert De Coeur,Win,6,Lose,FALSE
Tipster B1,17-01-2016,Kempton,Haines,Win,4,Win,FALSE
Tipster B1,17-01-2016,Kempton,Royal Normandy,Win,2.75,Lose,FALSE
Tipster B1,17-01-2016,Kempton,Bridge Builder,Win,1.62,Lose,FALSE
Tipster B1,18-01-2016,Wolverhampton,Hold On Magnolia,Win,6.5,Lose,FALSE
Tipster B1,18-01-2016,Plumpton,Willshebetrying,Win,4,Lose,FALSE
Tipster B1,18-01-2016,Wolverhampton,Paddys Motorbike,Win,3,Win,FALSE
Tipster B1,19-01-2016,Ayr,Young Palm,Win,4.33,Lose,FALSE
Tipster B1,19-01-2016,Ayr,Blue Kascade,Win,5,Lose,FALSE
Tipster B1,19-01-2016,Ayr,Redpender,Win,10,Lose,FALSE
Tipster B1,20-01-2016,Musselburgh,Zaidiyn,Win,4.33,Lose,FALSE
Tipster B1,20-01-2016,Kempton,Dreaming Again,Win,5.5,Lose,FALSE
Tipster B1,21-01-2016,SouthWell,Kaisan,Win,3,Lose,FALSE
Tipster B1,21-01-2016,Chelmsford,Schoolboy Error,Win,3.25,Lose,FALSE
Tipster B1,21-01-2016,Chelmsford,Gaelic Silver,Win,2.75,Lose,FALSE
Tipster B1,22-01-2016,Lingfield,Jess,Win,5,Win,FALSE
Tipster B1,23-01-2016,Haydock,Horizontal Speed,Win,6.5,Lose,FALSE
Tipster B1,23-01-2016,Ascot,Salubrious,Win,6.5,Lose,FALSE
Tipster B1,23-01-2016,Haydock,Bun Doran,Win,5.5,Win,FALSE
Tipster B1,24-01-2016,Chelmsford,Kyllach Me,Win,2.5,Lose,FALSE
Tipster B1,24-01-2016,Chelmsford,Fun For All,Win,3.25,Lose,FALSE
Tipster B1,24-01-2016,Chelmsford,Queen Zain,Win,4.5,Lose,FALSE
Tipster B1,25-01-2016,Wolverhampton,Secret Interlude,Win,3.75,Lose,FALSE
Tipster B1,25-01-2016,Wolverhampton,Gabrial The Terror,Win,5,Lose,FALSE
Tipster B1,26-01-2016,SouthWell,Rubis,Win,2.25,Lose,FALSE
Tipster B1,26-01-2016,Wetherby,Blake Dean,Win,6,Lose,FALSE
Tipster B1,26-01-2016,Wetherby,Azert De Coeur,Win,3.25,Lose,FALSE
Tipster B1,27-01-2016,Catterick,Over And Above,Win,7,Lose,FALSE
Tipster B1,27-01-2016,Catterick,Uno Valoroso,Win,4.5,Lose,FALSE
Tipster B1,27-01-2016,Kempton,Fern Owl,Win,2.62,Lose,FALSE
Tipster B1,28-01-2016,SouthWell,Final,Win,1.91,Lose,FALSE
Tipster B1,28-01-2016,Fakenham,Running Wolf,Win,3.75,Lose,FALSE
Tipster B1,28-01-2016,Chelmsford,Coorg,Win,2.88,Win,FALSE
Tipster B1,29-01-2016,Lingfield,Ragner,Win,2.5,Lose,FALSE
Tipster B1,29-01-2016,Huntingdon,Singlefarmpayment,Win,4.5,Lose,FALSE
Tipster B1,29-01-2016,Lingfield,Custard The Dragon,Win,2.2,Win,FALSE
Tipster B1,30-01-2016,Doncaster,Gardefort,Win,6,Lose,FALSE
Tipster B1,30-01-2016,Cheltenham,Yanworth,Win,3,Win,FALSE
Tipster B1,30-01-2016,Doncaster,No Planning,Win,15,Lose,FALSE
Tipster B1,31-01-2016,Goodwood,Good Vibration,Win,3,Lose,FALSE
Tipster B1,31-01-2016,Sedgefield,Racing Europe,Win,3.5,Lose,FALSE
Tipster B1,31-01-2016,Sedgefield,Mixboy,Win,2.5,Lose,FALSE
Tipster B1,01-02-2016,Wolverhampton,Wavelet,Win,3.25,Lose,FALSE
Tipster B1,01-02-2016,Kempton,Pour La Victoire,Win,4.5,Lose,FALSE
Tipster B1,01-02-2016,Wolverhampton,Nezwaah,Win,1.8,Win,FALSE
Tipster B1,02-02-2016,SouthWell,With Hindsight,Win,7,Lose,FALSE
Tipster B1,02-02-2016,Taunton,After Hours,Win,3.75,Lose,FALSE
Tipster B1,02-02-2016,Taunton,Wychwoods Brook,Win,3,Lose,FALSE
Tipster B1,03-02-2016,Leicester,Gunner Fifteen,Win,6.5,Lose,FALSE
Tipster B1,03-02-2016,Newcastle,Lord Wishes,Win,4,Lose,FALSE
Tipster B1,03-02-2016,Kempton,Dutiful Son,Win,5,Lose,FALSE
Tipster B1,04-02-2016,Wincanton,Pressurize,Win,2.38,Win,FALSE
Tipster B1,04-02-2016,SouthWell,Linganno Felice,Win,5.5,Lose,FALSE
Tipster B1,04-02-2016,SouthWell,Afkar,Win,3.25,Lose,FALSE
Tipster B1,05-02-2016,Chepstow,Kings River,Win,5,Lose,FALSE
Tipster B1,05-02-2016,Catterick,Mazovian,Win,2.38,Lose,FALSE
Tipster B1,05-02-2016,Chepstow,Desert Retreat,Win,2.75,Lose,FALSE
Tipster B1,06-02-2016,Sandown,Tea For Two,Win,2.62,Lose,FALSE
Tipster B1,06-02-2016,Sandown,Saddlers Encore,Win,8,Win,FALSE
Tipster B1,07-02-2016,Musselburgh,The Grey Taylor,Win,4.5,Lose,FALSE
Tipster B1,07-02-2016,Chelmsford,Biff Johnson,Win,1.8,Win,FALSE
Tipster B1,07-02-2016,Chelmsford,Mairee,Win,2.1,Lose,FALSE
Tipster B1,08-02-2016,Musselburgh,Almost Gemini,Win,3.25,Lose,FALSE
Tipster B1,08-02-2016,Fakenham,Izbushka,Win,5.5,Lose,FALSE
Tipster B1,08-02-2016,Wolverhampton,Peril,Win,4,Win,FALSE
Tipster B1,09-02-2016,Market Rasen,Buttercup,Win,1.44,Lose,FALSE
Tipster B1,09-02-2016,SouthWell,Sir Pitt,Win,4.5,Lose,FALSE
Tipster B1,09-02-2016,Market Rasen,Azert De Coeur,Win,2.1,Lose,FALSE
Tipster B1,10-02-2016,SouthWell,Pass The Time,Win,3,Win,FALSE
Tipster B1,10-02-2016,Kempton,Kalamata,Win,2.38,Win,FALSE
Tipster B1,10-02-2016,Kempton,Secret Insider,Win,2.5,Lose,FALSE
Tipster B1,11-02-2016,Doncaster,St Johns Point,Win,5.5,Lose,FALSE
Tipster B1,11-02-2016,Doncaster,Winter Escape,Win,1.44,Win,FALSE
Tipster B1,11-02-2016,Huntingdon,North Hill Harvey,Win,3.25,Lose,FALSE
Tipster B1,12-02-2016,Wetherby,Walking In The Air,Win,2.5,Lose,FALSE
Tipster B1,12-02-2016,Kempton,Silvergrove,Win,4,Win,FALSE
Tipster B1,12-02-2016,Wetherby,King Of The Wolds,Win,4,Lose,FALSE
Tipster B1,13-02-2016,Newbury,Rocky Creek,Win,2.87,Lose,FALSE
Tipster B1,13-02-2016,Warwick,Rude And Crude,Win,10,Lose,FALSE
Tipster B1,13-02-2016,Wolverhampton,Alphabetical Order,Win,17,Lose,FALSE
Tipster B1,14-02-2016,SouthWell,Mazovian,Win,2.25,Lose,FALSE
Tipster B1,14-02-2016,SouthWell,Englishwoman,Win,1.8,Win,FALSE
Tipster B1,14-02-2016,SouthWell,Monsieur Jamie,Win,6.5,Lose,FALSE
Tipster B1,15-02-2016,Catterick,So Satisfied,Win,1.83,Lose,FALSE
Tipster B1,15-02-2016,Plumpton,Torero,Win,2.5,Lose,FALSE
Tipster B1,15-02-2016,Windsor,Razor Wind,Win,2.75,Lose,FALSE
Tipster B1,16-02-2016,Ayr,Yes Tom,Win,3.5,Lose,FALSE
Tipster B1,16-02-2016,SouthWell,Lifting Me Higher,Win,2.75,Win,FALSE
Tipster B1,17-02-2016,Towcester,Kelsey,Win,12,Win,FALSE
Tipster B1,17-02-2016,Towcester,Delores Delightful,Win,4.5,Lose,FALSE
Tipster B1,17-02-2016,Lingfield,Castilo Del Diablo,Win,9,Lose,FALSE
Tipster B1,18-02-2016,Galway,Gallic Warrior,Win,2.1,Lose,FALSE
Tipster B1,18-02-2016,Kelso,Shades Of Midnight,Win,5,Win,FALSE
Tipster B1,18-02-2016,Chelmsford,Camdora,Win,1.83,Lose,FALSE
Tipster B1,19-02-2016,Fakenham,The Italian Yob,Win,4.33,Lose,FALSE
Tipster B1,19-02-2016,Sandown,Jennys Surprise,Win,2.88,Win,FALSE
Tipster B1,19-02-2016,Wolverhampton,Singzak,Win,5.5,Lose,FALSE
Tipster B1,20-02-2016,Haydock,Rigadin De Beauchene,Win,7.5,Lose,FALSE
Tipster B1,20-02-2016,Cartmel,Oscarteea,Win,3.75,Lose,FALSE
Tipster B1,20-02-2016,Wincanton,Gardefort,Win,3.75,Lose,FALSE
Tipster B1,21-02-2016,Ffos Las,Never Equalled,Win,4.5,Lose,FALSE
Tipster B1,21-02-2016,Market Rasen,Winner Massagot,Win,2.37,Lose,FALSE
Tipster B1,21-02-2016,Ffos Las,Berea Boru,Win,4,Win,FALSE
Tipster B1,22-02-2016,Carlisle,Fionn Mac Cul,Win,2.1,Win,FALSE
Tipster B1,22-02-2016,Lingfield,Prominna,Win,4,Win,FALSE
Tipster B1,22-02-2016,Wolverhampton,Worlds Greatest,Win,4.5,Lose,FALSE
Tipster B1,23-02-2016,Wolverhampton,Rockwood,Win,4.5,Win,FALSE
Tipster B1,23-02-2016,Wolverhampton,Archie Stevens,Win,3,Lose,FALSE
Tipster B1,23-02-2016,Wolverhampton,Fruit Salad,Win,11,Lose,FALSE
Tipster B1,24-02-2016,Kempton,Kalahari,Win,3,Lose,FALSE
Tipster B1,24-02-2016,Kempton,Trojan Rocket,Win,6,Win,FALSE
Tipster B1,24-02-2016,Kempton,Master Burbidge,Win,2.62,Win,FALSE
Tipster B1,25-02-2016,Huntingdon,Blue Rambler,Win,2.05,Lose,FALSE
Tipster B1,25-02-2016,Huntingdon,Gitane Du Berlais,Win,1.67,Lose,FALSE
Tipster B1,25-02-2016,Lingfield,Francos Secret,Win,4.5,Win,FALSE
Tipster B1,26-02-2016,Exeter,Pemba,Win,2.1,Lose,FALSE
Tipster B1,26-02-2016,Lingfield,Oscar Hill,Win,9,Lose,FALSE
Tipster B1,26-02-2016,Exeter,Three Faces West,Win,2.88,Lose,FALSE
Tipster B1,27-02-2016,Newcastle,Bun Doran,Win,2.1,Lose,FALSE
Tipster B1,27-02-2016,Kempton,Theatre Guide,Win,10,Win,FALSE
Tipster B1,27-02-2016,Chepstow,Floresco,Win,3.5,Lose,FALSE
Tipster B1,28-02-2016,Fontwell,Thinger Licht,Win,3.5,Win,FALSE
Tipster B1,28-02-2016,SouthWell,Aqua Dude,Win,1.83,Lose,FALSE
Tipster B1,28-02-2016,SouthWell,Away For Slates,Win,7.5,Lose,FALSE
Tipster B1,29-02-2016,Wolverhampton,La Asomada,Win,1.8,Lose,FALSE
Tipster B1,29-02-2016,Wolverhampton,Youre Cool,Win,5.5,Lose,FALSE
Tipster B1,29-02-2016,Ayr,Jonny Eager,Win,4,Lose,FALSE
Tipster B1,01-03-2016,Leicester,Global Dream,Win,4.5,Lose,FALSE
Tipster B1,01-03-2016,Catterick,Royal Milan,Win,3.25,Win,FALSE
Tipster B1,01-03-2016,Catterick,Leanna Ban,Win,4.33,Lose,FALSE
Tipster B1,02-03-2016,Bangor,What A Scorcher,Win,3.5,Lose,FALSE
Tipster B1,02-03-2016,Wincanton,Tagrita,Win,3.5,Win,FALSE
Tipster B1,02-03-2016,Bangor,Son Of Suzie,Win,3.5,Lose,FALSE
Tipster B1,03-03-2016,SouthWell,Kestrel Call,Win,1.91,Lose,FALSE
Tipster B1,03-03-2016,Taunton,Tornado In Milan,Win,5,Win,FALSE
Tipster B1,04-03-2016,Lingfield,Free Running,Win,1.83,Lose,FALSE
Tipster B1,04-03-2016,Doncaster,Kilronan Castle,Win,11,Lose,FALSE
Tipster B1,04-03-2016,Wolverhampton,Philadelphia,Win,2,Lose,FALSE
Tipster B1,05-03-2016,Doncaster,Pearls Legend,Win,5,Lose,FALSE
Tipster B1,05-03-2016,Aintree,Saint Charles,Win,3.5,Lose,FALSE
Tipster B1,05-03-2016,Doncaster,Yes I Did,Win,3.25,Lose,FALSE
Tipster B1,06-03-2016,Sedgefield,Snapping Turtle,Win,5,Lose,FALSE
Tipster B1,06-03-2016,Sedgefield,Jac The Legend,Win,2.62,Lose,FALSE
Tipster B1,06-03-2016,Huntingdon,Aldeburgh,Win,3.75,Lose,FALSE
Tipster B1,07-03-2016,Lingfield,Overtown Express,Win,1.83,Win,FALSE
Tipster B1,07-03-2016,Lingfield,Diamond Life,Win,5,Lose,FALSE
Tipster B1,07-03-2016,SouthWell,Bertie Lugg,Win,1.22,Win,FALSE
Tipster B1,08-03-2016,SouthWell,Frightened Rabbit,Win,7.5,Lose,FALSE
Tipster B1,08-03-2016,Newcastle,Streets Of Promise,Win,2.88,Win,FALSE
Tipster B1,08-03-2016,Exeter,Whataknight,Win,1.4,Lose,FALSE
Tipster B1,09-03-2016,Lingfield,Pour La Victoire,Win,7,Lose,FALSE
Tipster B1,09-03-2016,Kempton,Eljadaaf,Win,2.5,Win,FALSE
Tipster B1,09-03-2016,Kempton,Giovanni Di Bicci,Win,3,Win,FALSE
Tipster B1,10-03-2016,SouthWell,Rain In The Face,Win,1.67,Lose,FALSE
Tipster B1,10-03-2016,SouthWell,Crosse Fire,Win,5,Win,FALSE
Tipster B1,10-03-2016,Chelmsford,Fit The Bill,Win,3.75,Lose,FALSE
Tipster B1,11-03-2016,Sandown,Smart Catch,Win,5,Lose,FALSE
Tipster B1,11-03-2016,Leicester,Prideofthecastle,Win,4,Lose,FALSE
Tipster B1,11-03-2016,Chelmsford,Saved My Bacon,Win,3,Lose,FALSE
Tipster B1,12-03-2016,Sandown,Barney Dwan,Win,26,Win,FALSE
Tipster B1,12-03-2016,Wolverhampton,Chookie Royale,Win,5,Lose,FALSE
Tipster B1,12-03-2016,Sandown,Minella Reception,Win,2.38,Lose,FALSE
Tipster B1,13-03-2016,Warwick,Nansaroy,Win,1.8,Lose,FALSE
Tipster B1,13-03-2016,Kelso,Many Clouds,Win,2.25,Win,FALSE
Tipster B1,13-03-2016,Market Rasen,The Barbury Queen,Win,5.5,Lose,FALSE
Tipster B1,14-03-2016,Plumpton,Agincourt Reef,Win,1.73,Lose,FALSE
Tipster B1,14-03-2016,Plumpton,Lamanver Alchemy,Win,7,Lose,FALSE
Tipster B1,14-03-2016,Taunton,Kazlian,Win,5,Lose,FALSE
Tipster B1,15-03-2016,Cheltenham,Morning Assembly,Win,15,Lose,FALSE
Tipster B1,15-03-2016,Cheltenham,Vroum Vroum Mag,Win,2,Win,FALSE
Tipster B1,15-03-2016,Cheltenham,Aloomomo,Win,7,Lose,FALSE
Tipster B1,16-03-2016,Cheltenham,No More Heroes,Win,3.5,Lose,FALSE
Tipster B1,16-03-2016,Cheltenham,Un De Sceaux,Win,1.8,Lose,FALSE
Tipster B1,16-03-2016,Cheltenham,Castello Sforza,Win,13,Lose,FALSE
Tipster B1,17-03-2016,Cheltenham,Garde La Victoire,Win,5,Lose,FALSE
Tipster B1,17-03-2016,Cheltenham,Art Mauresque,Win,15,Lose,FALSE
Tipster B1,17-03-2016,Cheltenham,Cause Of Causes,Win,7.5,Win,FALSE
Tipster B1,18-03-2016,Ayr,Zubayr,Win,5.5,Lose,FALSE
Tipster B1,18-03-2016,Cheltenham,Shantou Village,Win,5.5,Lose,FALSE
Tipster B1,18-03-2016,Cheltenham,Squouateur,Win,5,Lose,FALSE
Tipster B1,19-03-2016,Kempton,Ink Master,Win,6.5,Lose,FALSE
Tipster B1,19-03-2016,Uttoxeter,April Dusk,Win,7.5,Lose,FALSE
Tipster B1,19-03-2016,Fontwell,Tagrita,Win,5,Lose,FALSE
Tipster B1,20-03-2016,Ffos Las,Preseli Rock,Win,3.5,Lose,FALSE
Tipster B1,20-03-2016,Ffos Las,Batavir,Win,3.75,Lose,FALSE
Tipster B1,20-03-2016,Carlisle,Mr Moonshine,Win,5,Lose,FALSE
Tipster B1,21-03-2016,Kelso,The Grey Taylor,Win,2.88,Lose,FALSE
Tipster B1,21-03-2016,Taunton,Vincenzo Mio,Win,3,Lose,FALSE
Tipster B1,21-03-2016,Kelso,Cracked Rear View,Win,4,Lose,FALSE
Tipster B1,22-03-2016,SouthWell,Blades Lad,Win,2.25,Lose,FALSE
Tipster B1,22-03-2016,SouthWell,Ticking Away,Win,2,Win,FALSE
Tipster B1,22-03-2016,Exeter,Azure Fly,Win,11,Lose,FALSE
Tipster B1,23-03-2016,Warwick,Under The Phone,Win,3.75,Lose,FALSE
Tipster B1,23-03-2016,Warwick,Talk Of The South,Win,3.75,Lose,FALSE
Tipster B1,23-03-2016,Haydock,Lord Landen,Win,3.75,Lose,FALSE
Tipster B1,24-03-2016,Ludlow,Magic Music Man,Win,5,Lose,FALSE
Tipster B1,24-03-2016,Wolverhampton,Powerful Dream,Win,4.5,Lose,FALSE
Tipster B1,24-03-2016,Wolverhampton,Lord Of The Storm,Win,12,Lose,FALSE
Tipster B1,25-03-2016,Lingfield,Goken,Win,4.5,Lose,FALSE
Tipster B1,25-03-2016,Wolverhampton,Gang Warfare,Win,4.5,Win,FALSE
Tipster B1,25-03-2016,Lingfield,Wolowitz,Win,5,Win,FALSE
Tipster B1,26-03-2016,Haydock,Sykes,Win,11,Lose,FALSE
Tipster B1,26-03-2016,Kempton,Dutch Uncle,Win,11,Lose,FALSE
Tipster B1,26-03-2016,Kempton,Spring Loaded,Win,3,Win,FALSE
Tipster B1,27-03-2016,Sedgefield,My Friend George,Win,3.25,Lose,FALSE
Tipster B1,27-03-2016,Sedgefield,William Of Orange,Win,6,Lose,FALSE
Tipster B1,28-03-2016,Chepstow,Bears Rails,Each Way,2.37,Lose,FALSE
Tipster B1,28-03-2016,Chepstow,Blandfords Gunner,Win,6.5,Lose,FALSE
Tipster B1,28-03-2016,Redcar,Le Chat Dor,Win,5,Lose,FALSE
Tipster B1,29-03-2016,Wolverhampton,City Dreams,Win,5,Lose,FALSE
Tipster B1,29-03-2016,Wolverhampton,Darksiteofthemoon,Win,4.5,Lose,FALSE
Tipster B1,30-03-2016,Lingfield,Auntie Barber,Win,9,Lose,FALSE
Tipster B1,30-03-2016,Exeter,Trespassers Will,Win,5,Lose,FALSE
Tipster B1,30-03-2016,Kempton,Kafoo,Win,2.75,Lose,FALSE
Tipster B1,31-03-2016,Aintree,Saint John Henry,Win,2.25,Lose,FALSE
Tipster B1,31-03-2016,Ffos Las,Arctic Gold,Win,6.5,Win,FALSE
Tipster B1,31-03-2016,Wolverhampton,Southern Storm,Win,2.62,Win,FALSE
Tipster B1,01-04-2016,Fontwell,Lightentertainment,Win,6,Lose,FALSE
Tipster B1,01-04-2016,Wetherby,Three Colours Red,Win,2.63,Lose,FALSE
Tipster B1,01-04-2016,Newbury,Florrie Boy,Win,2,Win,FALSE
Tipster B1,02-04-2016,Uttoxeter,Aston Cantlow,Win,1.95,Lose,FALSE
Tipster B1,02-04-2016,Kempton,Solar Flair,Win,7,Lose,FALSE
Tipster B1,02-04-2016,Kempton,Lucky Beggar,Win,7,Lose,FALSE
Tipster B1,03-04-2016,Ascot,Grandads Horse,Win,12,Lose,FALSE
Tipster B1,03-04-2016,Doncaster,Shahbar,Win,4.5,Lose,FALSE
Tipster B1,03-04-2016,Doncaster,Alphabetical Order,Win,5.5,Win,FALSE
Tipster B1,04-04-2016,Wincanton,Exmoor Mist,Win,5,Lose,FALSE
Tipster B1,04-04-2016,Wincanton,Trillerin Minella,Win,5.5,Lose,FALSE
Tipster B1,04-04-2016,Lingfield,Paling,Win,2,Lose,FALSE
Tipster B1,05-04-2016,Pontefract,Brorocco,Win,2.1,Lose,FALSE
Tipster B1,05-04-2016,Ludlow,Unbuckled,Win,4,Win,FALSE
Tipster B1,05-04-2016,Ludlow,Kid Kalanisi,Win,7.5,Lose,FALSE
Tipster B1,06-04-2016,Catterick,Play Nicely,Win,5,Lose,FALSE
Tipster B1,06-04-2016,Catterick,Roccos Delight,Win,5,Win,FALSE
Tipster B1,06-04-2016,Nottingham,Clever Cookie,Win,1.67,Lose,FALSE
Tipster B1,07-04-2016,Aintree,Sizing John,Win,4,Lose,FALSE
Tipster B1,07-04-2016,Aintree,Ivanovich Gorbatov,Win,2.25,Lose,FALSE
Tipster B1,07-04-2016,Aintree,On The Fringe,Win,3,Win,FALSE
Tipster B1,08-04-2016,Aintree,Un Temps Pour Tout,Win,3,Lose,FALSE
Tipster B1,08-04-2016,Aintree,Baoulet Delaroque,Win,8,Lose,FALSE
Tipster B1,08-04-2016,Aintree,Ballykan,Win,34,Lose,FALSE
Tipster B1,09-04-2016,Aintree,Roc Dapsis,Win,11,Lose,FALSE
Tipster B1,09-04-2016,Aintree,Saint Are,Win,17,Lose,FALSE
Tipster B1,09-04-2016,Aintree,Bigmartre,Win,17,Lose,FALSE
Tipster B1,10-04-2016,Ffos Las,Overtown Express,Win,3.5,Lose,FALSE
Tipster B1,10-04-2016,Market Rasen,Colla Pier,Win,3.5,Lose,FALSE
Tipster B1,10-04-2016,Ffos Las,Pobbles Bay,Win,4,Lose,FALSE
Tipster B1,11-04-2016,Kelso,Sharp Rise,Win,3.25,Win,FALSE
Tipster B1,11-04-2016,Windsor,Equistar,Win,11,Lose,FALSE
Tipster B1,11-04-2016,Windsor,Mountain Bell,Win,3,Win,FALSE
Tipster B1,12-04-2016,Exeter,Valhalla,Win,6,Win,FALSE
Tipster B1,12-04-2016,Exeter,Rainy City,Win,2.63,Win,FALSE
Tipster B1,13-04-2016,Beverley,Sightline,Win,3.25,Win,FALSE
Tipster B1,13-04-2016,Cheltenham,Any Currency,Win,10,Win,FALSE
Tipster B1,13-04-2016,Beverley,Kibaar,Win,11,Lose,FALSE
Tipster B1,14-04-2016,Cheltenham,Kalane,Win,5.5,Lose,FALSE
Tipster B1,14-04-2016,Cheltenham,Lovely Job,Win,5.5,Lose,FALSE
Tipster B1,15-04-2016,Ayr,Double Shuffle,Win,4.5,Lose,FALSE
Tipster B1,15-04-2016,Fontwell,Leg Lock Luke,Win,3.5,Lose,FALSE
Tipster B1,16-04-2016,Ayr,Vivaldi Collonges,Win,3.5,Win,FALSE
Tipster B1,16-04-2016,Thirsk,Final Venture,Win,3.5,Lose,FALSE
Tipster B1,16-04-2016,Ayr,Alcala,Win,2.75,Lose,FALSE
Tipster B1,17-04-2016,Wetherby,Streets Of Promise,Win,5.5,Win,FALSE
Tipster B1,17-04-2016,Wincanton,Bun Doran,Win,2.88,Lose,FALSE
Tipster B1,18-04-2016,Pontefract,Beardwood,Win,5.5,Lose,FALSE
Tipster B1,18-04-2016,Windsor,Baadi,Win,1.62,Win,FALSE
Tipster B1,18-04-2016,Huntingdon,Nicholascopernicus,Win,5,Lose,FALSE
Tipster B1,19-04-2016,Ludlow,Laser Hawk,Win,4.33,Lose,FALSE
Tipster B1,19-04-2016,Kempton,Present View,Win,8.5,Lose,FALSE
Tipster B1,20-04-2016,Epsom,Roudee,Win,3,Lose,FALSE
Tipster B1,20-04-2016,Epsom,Clayton,Win,5,Lose,FALSE
Tipster B1,20-04-2016,Perth,No Duffer,Win,3.5,Win,FALSE
Tipster B1,21-04-2016,Beverley,Busy Street,Win,3.75,Lose,FALSE
Tipster B1,21-04-2016,Market Rasen,Allow Dallow,Win,4.5,Lose,FALSE
Tipster B1,22-04-2016,Sandown,Midterm,Win,2.2,Win,FALSE
Tipster B1,22-04-2016,Sandown,Toormore,Win,6,Win,FALSE
Tipster B1,22-04-2016,Chepstow,Off The Ground,Win,15,Lose,FALSE
Tipster B1,23-04-2016,Ripon,Gabrials King,Win,11,Lose,FALSE
Tipster B1,23-04-2016,Sandown,Valseur Lido,Win,1.83,Lose,FALSE
Tipster B1,23-04-2016,Sandown,Thomas Crapper,Win,8,Lose,FALSE
Tipster B1,24-04-2016,Thirsk,Mr Globetrotter,Win,7,Lose,FALSE
Tipster B1,24-04-2016,Musselburgh,Alpha Delphini,Win,4,Win,FALSE
Tipster B1,25-04-2016,Chelmsford,Aristocratic,Win,2.62,Lose,FALSE
Tipster B1,25-04-2016,Chelmsford,Classical Rose,Win,5,Lose,FALSE
Tipster B1,25-04-2016,Windsor,All My Love,Win,3.75,Lose,FALSE
Tipster B1,26-04-2016,Brighton,Tears Of The Sun,Win,3,Win,FALSE
Tipster B1,26-04-2016,Wolverhampton,Red Artist,Win,13,Win,FALSE
Tipster B1,26-04-2016,Wolverhampton,Therthaar,Win,1.67,Win,FALSE
Tipster B1,27-04-2016,Wolverhampton,Jack The Laird,Win,3.25,Lose,FALSE
Tipster B1,27-04-2016,Ascot,Washington Dc,Win,2.38,Lose,FALSE
Tipster B1,27-04-2016,Ascot,Pearl Spectre,Win,10,Lose,FALSE
Tipster B1,28-04-2016,Lingfield,Barleysugar,Win,4.5,Lose,FALSE
Tipster B1,28-04-2016,Chelmsford,Symbolic,Win,2.1,Win,FALSE
Tipster B1,28-04-2016,Sedgefield,Discay,Win,5,Lose,FALSE
Tipster B1,29-04-2016,Chepstow,Pillard,Win,2.5,Lose,FALSE
Tipster B1,29-04-2016,Musselburgh,Bajan Rebel,Win,3.75,Win,FALSE
Tipster B1,29-04-2016,Fontwell,Broome Lane,Win,2.5,Lose,FALSE
Tipster B1,30-04-2016,Newmarket,Waady,Win,8,Lose,FALSE
Tipster B1,30-04-2016,Goodwood,Fiftyshadesofgrey,Win,11,Lose,FALSE
Tipster B1,30-04-2016,Uttoxeter,Sarazen Bridge,Win,5,Lose,FALSE
Tipster B1,01-05-2016,Hamilton,Mirsaale,Win,3.75,Lose,FALSE
Tipster B1,01-05-2016,Uttoxeter,Weekend Offender,Win,4,Lose,FALSE
Tipster B1,01-05-2016,Salisbury,Call Out Loud,Win,3.75,Lose,FALSE
Tipster B1,02-05-2016,Windsor,Links Drive Lady,Win,5,Lose,FALSE
Tipster B1,02-05-2016,Beverley,Jacbequick,Win,2.75,Lose,FALSE
Tipster B1,02-05-2016,Bath,Heartless,Win,4.33,Lose,FALSE
Tipster B1,03-05-2016,Fakenham,Thomas Wild,Win,7,Lose,FALSE
Tipster B1,03-05-2016,Catterick,Clem Fandango,Win,1.73,Win,FALSE
Tipster B1,03-05-2016,Exeter,Vesperal Dream,Win,5.5,Lose,FALSE
Tipster B1,04-05-2016,Chester,Soldier In Action,Win,5,Lose,FALSE
Tipster B1,04-05-2016,Chelmsford,Taqdees,Win,2.2,Win,FALSE
Tipster B1,05-05-2016,Uttoxeter,Wotzizname,Win,2.75,Win,FALSE
Tipster B1,05-05-2016,Chester,Sennockian Star,Win,12,Lose,FALSE
Tipster B1,05-05-2016,Chester,Above N Beyond,Win,5.5,Lose,FALSE
Tipster B1,06-05-2016,Chester,Dartmouth,Win,2.88,Win,FALSE
Tipster B1,06-05-2016,Ascot,Nigel,Win,9,Lose,FALSE
Tipster B1,06-05-2016,Nottingham,Shabbah,Win,1.73,Win,FALSE
Tipster B1,07-05-2016,Ascot,Sign Of A Victory,Win,3.75,Lose,FALSE
Tipster B1,07-05-2016,Haydock,Markaz,Win,5.5,Lose,FALSE
Tipster B1,07-05-2016,Haydock,Voix Deau,Win,4.33,Lose,FALSE
Tipster B1,08-05-2016,Plumpton,No Win No Fee,Win,6,Lose,FALSE
Tipster B1,08-05-2016,Ludlow,Eardisland,Win,11,Lose,FALSE
Tipster B1,08-05-2016,Plumpton,Hermosa Vaquera,Win,3.75,Lose,FALSE
Tipster B1,09-05-2016,Musselburgh,Roc De Prince,Win,2.5,Lose,FALSE
Tipster B1,09-05-2016,Brighton,Ifan,Win,2.37,Lose,FALSE
Tipster B1,10-05-2016,Chepstow,Zaria,Win,5.5,Lose,FALSE
Tipster B1,11-05-2016,York,Erik The Red,Win,5,Lose,FALSE
